"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23280","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Mon May 12 19:38:27 GMT 2025","passed","Mon May 12 19:38:50 GMT 2025","","","",""
"","23691","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Mon May 12 19:23:56 GMT 2025","passed","Mon May 12 19:24:19 GMT 2025","","","",""
"","23272","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Mon May 12 19:21:30 GMT 2025","passed","Mon May 12 19:21:54 GMT 2025","","","",""
"","40156","Sample Creation For Moisture Profile","Moisture - Profile","Mon May 12 19:37:47 GMT 2025","passed","Mon May 12 19:38:27 GMT 2025","","","",""
"","35749","Publish Cannabinoids results","Cannabinoids - Profile","Mon May 12 19:25:28 GMT 2025","passed","Mon May 12 19:26:03 GMT 2025","","","",""
"","40129","Sample Creation For Terpenes Profile","Terpenes - Profile","Mon May 12 19:26:30 GMT 2025","passed","Mon May 12 19:27:10 GMT 2025","","","",""
"","15857","Set dilution factor for Moisture worksheet","Moisture - Profile","Mon May 12 19:40:46 GMT 2025","passed","Mon May 12 19:41:02 GMT 2025","","","",""
"","23914","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Mon May 12 19:21:54 GMT 2025","passed","Mon May 12 19:22:17 GMT 2025","","","",""
"","37096","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Mon May 12 19:33:35 GMT 2025","passed","Mon May 12 19:34:12 GMT 2025","","","",""
"","28493","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Mon May 12 19:34:12 GMT 2025","passed","Mon May 12 19:34:41 GMT 2025","","","",""
"","24557","Order Creation For Test Customer","Terpenes - Profile","Mon May 12 19:26:05 GMT 2025","passed","Mon May 12 19:26:30 GMT 2025","","","",""
"","36982","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Mon May 12 19:27:57 GMT 2025","passed","Mon May 12 19:28:34 GMT 2025","","","",""
"","32429","Set up instruments for Terpenes worksheet","Terpenes - Profile","Mon May 12 19:29:02 GMT 2025","passed","Mon May 12 19:29:35 GMT 2025","","","",""
"","23816","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Mon May 12 19:35:13 GMT 2025","passed","Mon May 12 19:35:37 GMT 2025","","","",""
"","25804","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Mon May 12 19:36:19 GMT 2025","passed","Mon May 12 19:36:45 GMT 2025","","","",""
"","23602","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Mon May 12 19:27:33 GMT 2025","passed","Mon May 12 19:27:57 GMT 2025","","","",""
"","26243","Import Results for Terpenes worksheet","Terpenes - Profile","Mon May 12 19:30:15 GMT 2025","passed","Mon May 12 19:30:41 GMT 2025","","","",""
"","24520","Order Creation For Test Customer","Moisture - Profile","Mon May 12 19:37:22 GMT 2025","passed","Mon May 12 19:37:47 GMT 2025","","","",""
"","25831","Import Results for Moisture worksheet","Moisture - Profile","Mon May 12 19:41:02 GMT 2025","passed","Mon May 12 19:41:28 GMT 2025","","","",""
"","37090","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Mon May 12 19:22:17 GMT 2025","passed","Mon May 12 19:22:55 GMT 2025","","","",""
"","23244","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Mon May 12 19:32:48 GMT 2025","passed","Mon May 12 19:33:11 GMT 2025","","","",""
"","23326","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Mon May 12 19:38:50 GMT 2025","passed","Mon May 12 19:39:13 GMT 2025","","","",""
"","23649","Start Preparation for Terpenes worksheet","Terpenes - Profile","Mon May 12 19:29:35 GMT 2025","passed","Mon May 12 19:29:58 GMT 2025","","","",""
"","24423","Verify Results in Moisture worksheet","Moisture - Profile","Mon May 12 19:41:28 GMT 2025","passed","Mon May 12 19:41:52 GMT 2025","","","",""
"","25669","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Mon May 12 19:35:53 GMT 2025","passed","Mon May 12 19:36:19 GMT 2025","","","",""
"","28422","Set up materials for Terpenes worksheet","Terpenes - Profile","Mon May 12 19:28:34 GMT 2025","passed","Mon May 12 19:29:02 GMT 2025","","","",""
"","24663","Verify Results in Terpenes worksheet","Terpenes - Profile","Mon May 12 19:30:41 GMT 2025","passed","Mon May 12 19:31:05 GMT 2025","","","",""
"","27635","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Mon May 12 19:24:36 GMT 2025","passed","Mon May 12 19:25:03 GMT 2025","","","",""
"","24411","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Mon May 12 19:25:03 GMT 2025","passed","Mon May 12 19:25:28 GMT 2025","","","",""
"","35675","Publish Residual Solvents results","Residual Solvents - Profile","Mon May 12 19:36:45 GMT 2025","passed","Mon May 12 19:37:20 GMT 2025","","","",""
"","40205","Sample Creation For Cannabinoids Profile","Cannabinoids - Profile","Mon May 12 19:20:50 GMT 2025","passed","Mon May 12 19:21:30 GMT 2025","","","",""
"","35628","Publish Terpenes results","Terpenes - Profile","Mon May 12 19:31:05 GMT 2025","passed","Mon May 12 19:31:41 GMT 2025","","","",""
