"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","23999","Accession Sample Partitions For Moisture Profile","Moisture - Profile","Wed Jul 02 14:29:14 GMT 2025","passed","Wed Jul 02 14:29:38 GMT 2025","","","",""
"","28656","Set up materials for Terpenes worksheet","Terpenes - Profile","Wed Jul 02 14:19:28 GMT 2025","passed","Wed Jul 02 14:19:57 GMT 2025","","","",""
"","23921","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Wed Jul 02 14:28:50 GMT 2025","passed","Wed Jul 02 14:29:14 GMT 2025","","","",""
"","23867","Start Preparation for Terpenes worksheet","Terpenes - Profile","Wed Jul 02 14:20:30 GMT 2025","passed","Wed Jul 02 14:20:54 GMT 2025","","","",""
"","32452","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 02 14:25:21 GMT 2025","passed","Wed Jul 02 14:25:53 GMT 2025","","","",""
"","36936","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Wed Jul 02 14:24:15 GMT 2025","passed","Wed Jul 02 14:24:52 GMT 2025","","","",""
"","32847","Set up instruments for Terpenes worksheet","Terpenes - Profile","Wed Jul 02 14:19:57 GMT 2025","passed","Wed Jul 02 14:20:30 GMT 2025","","","",""
"","24062","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Wed Jul 02 14:14:23 GMT 2025","passed","Wed Jul 02 14:14:47 GMT 2025","","","",""
"","26205","Import Results for Moisture worksheet","Moisture - Profile","Wed Jul 02 14:31:12 GMT 2025","passed","Wed Jul 02 14:31:38 GMT 2025","","","",""
"","23568","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Wed Jul 02 14:11:56 GMT 2025","passed","Wed Jul 02 14:12:20 GMT 2025","","","",""
"","24727","Order Creation For Test Customer","Residual Solvents - Profile","Wed Jul 02 14:22:23 GMT 2025","passed","Wed Jul 02 14:22:47 GMT 2025","","","",""
"","24537","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Wed Jul 02 14:12:20 GMT 2025","passed","Wed Jul 02 14:12:44 GMT 2025","","","",""
"","28769","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Wed Jul 02 14:13:21 GMT 2025","passed","Wed Jul 02 14:13:50 GMT 2025","","","",""
"","24116","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed Jul 02 14:18:27 GMT 2025","passed","Wed Jul 02 14:18:51 GMT 2025","","","",""
"","24572","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Wed Jul 02 14:15:15 GMT 2025","passed","Wed Jul 02 14:15:39 GMT 2025","","","",""
"","23518","Receive Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed Jul 02 14:18:04 GMT 2025","passed","Wed Jul 02 14:18:27 GMT 2025","","","",""
"","36973","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Wed Jul 02 14:18:51 GMT 2025","passed","Wed Jul 02 14:19:28 GMT 2025","","","",""
"","23449","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed Jul 02 14:23:28 GMT 2025","passed","Wed Jul 02 14:23:51 GMT 2025","","","",""
"","37213","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Wed Jul 02 14:12:44 GMT 2025","passed","Wed Jul 02 14:13:21 GMT 2025","","","",""
"","23973","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Wed Jul 02 14:25:53 GMT 2025","passed","Wed Jul 02 14:26:17 GMT 2025","","","",""
"","23892","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed Jul 02 14:23:51 GMT 2025","passed","Wed Jul 02 14:24:15 GMT 2025","","","",""
