"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","40182","Sample Creation For Terpenes Profile","Terpenes - Profile","Wed May 28 02:42:39 GMT 2025","passed","Wed May 28 02:43:19 GMT 2025","","","",""
"","35290","Publish Residual Solvents results","Residual Solvents - Profile","Wed May 28 02:52:22 GMT 2025","passed","Wed May 28 02:52:57 GMT 2025","","","",""
"","32244","Set up instruments for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 02:39:48 GMT 2025","passed","Wed May 28 02:40:20 GMT 2025","","","",""
"","31949","Set up instruments for Moisture worksheet","Moisture - Profile","Wed May 28 02:55:27 GMT 2025","passed","Wed May 28 02:55:59 GMT 2025","","","",""
"","24281","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 02:38:18 GMT 2025","passed","Wed May 28 02:38:42 GMT 2025","","","",""
"","23971","Start Preparation for Terpenes worksheet","Terpenes - Profile","Wed May 28 02:45:44 GMT 2025","passed","Wed May 28 02:46:08 GMT 2025","","","",""
"","28564","Set up materials for Terpenes worksheet","Terpenes - Profile","Wed May 28 02:44:43 GMT 2025","passed","Wed May 28 02:45:12 GMT 2025","","","",""
"","24508","Order Creation For Test Customer","Residual Solvents - Profile","Wed May 28 02:47:38 GMT 2025","passed","Wed May 28 02:48:02 GMT 2025","","","",""
"","28512","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 02:50:07 GMT 2025","passed","Wed May 28 02:50:35 GMT 2025","","","",""
"","24369","Verify Results in Terpenes worksheet","Terpenes - Profile","Wed May 28 02:46:36 GMT 2025","passed","Wed May 28 02:47:01 GMT 2025","","","",""
"","36954","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Wed May 28 02:44:06 GMT 2025","passed","Wed May 28 02:44:43 GMT 2025","","","",""
"","36897","Set Up Worksheet For Moisture Sample","Moisture - Profile","Wed May 28 02:54:50 GMT 2025","passed","Wed May 28 02:55:27 GMT 2025","","","",""
"","37066","Set Up Worksheet For Cannabinoids Sample","Cannabinoids - Profile","Wed May 28 02:38:42 GMT 2025","passed","Wed May 28 02:39:19 GMT 2025","","","",""
"","39860","Sample Creation For Moisture Profile","Moisture - Profile","Wed May 28 02:53:23 GMT 2025","passed","Wed May 28 02:54:03 GMT 2025","","","",""
"","23729","Start Preparation for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 02:51:08 GMT 2025","passed","Wed May 28 02:51:31 GMT 2025","","","",""
"","24458","Verify Results in Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 02:51:57 GMT 2025","passed","Wed May 28 02:52:22 GMT 2025","","","",""
"","40337","Sample Creation For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 02:48:02 GMT 2025","passed","Wed May 28 02:48:42 GMT 2025","","","",""
"","32591","Order Creation For Test Customer","Cannabinoids - Profile","Wed May 28 02:36:42 GMT 2025","passed","Wed May 28 02:37:14 GMT 2025","","","",""
"","32296","Set up instruments for Terpenes worksheet","Terpenes - Profile","Wed May 28 02:45:12 GMT 2025","passed","Wed May 28 02:45:44 GMT 2025","","","",""
"","23918","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 02:49:06 GMT 2025","passed","Wed May 28 02:49:30 GMT 2025","","","",""
"","34991","Publish Moisture results","Moisture - Profile","Wed May 28 02:57:13 GMT 2025","passed","Wed May 28 02:57:48 GMT 2025","","","",""
"","24644","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 02:41:12 GMT 2025","passed","Wed May 28 02:41:37 GMT 2025","","","",""
"","23518","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 02:48:42 GMT 2025","passed","Wed May 28 02:49:06 GMT 2025","","","",""
"","25660","Import Results for Moisture worksheet","Moisture - Profile","Wed May 28 02:56:23 GMT 2025","passed","Wed May 28 02:56:48 GMT 2025","","","",""
"","35298","Publish Terpenes results","Terpenes - Profile","Wed May 28 02:47:01 GMT 2025","passed","Wed May 28 02:47:36 GMT 2025","","","",""
"","28759","Import Results for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 02:40:44 GMT 2025","passed","Wed May 28 02:41:12 GMT 2025","","","",""
"","23416","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 02:37:54 GMT 2025","passed","Wed May 28 02:38:18 GMT 2025","","","",""
"","37009","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Wed May 28 02:49:30 GMT 2025","passed","Wed May 28 02:50:07 GMT 2025","","","",""
"","23828","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed May 28 02:43:42 GMT 2025","passed","Wed May 28 02:44:06 GMT 2025","","","",""
"","23594","Start Preparation for Moisture worksheet","Moisture - Profile","Wed May 28 02:55:59 GMT 2025","passed","Wed May 28 02:56:23 GMT 2025","","","",""
"","24387","Order Creation For Test Customer","Terpenes - Profile","Wed May 28 02:42:14 GMT 2025","passed","Wed May 28 02:42:39 GMT 2025","","","",""
