"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","24525","Order Creation For Test Customer","Residual Solvents - Profile","Wed May 28 04:13:56 GMT 2025","passed","Wed May 28 04:14:21 GMT 2025","","","",""
"","25907","Import Results for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 04:17:49 GMT 2025","passed","Wed May 28 04:18:15 GMT 2025","","","",""
"","28339","Set up materials for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 04:16:25 GMT 2025","passed","Wed May 28 04:16:53 GMT 2025","","","",""
"","24549","Verify Results in Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 04:07:32 GMT 2025","passed","Wed May 28 04:07:56 GMT 2025","","","",""
"","23465","Receive Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 04:15:01 GMT 2025","passed","Wed May 28 04:15:24 GMT 2025","","","",""
"","23776","Start Preparation for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 04:06:40 GMT 2025","passed","Wed May 28 04:07:04 GMT 2025","","","",""
"","32558","Order Creation For Test Customer","Cannabinoids - Profile","Wed May 28 04:03:03 GMT 2025","passed","Wed May 28 04:03:36 GMT 2025","","","",""
"","40091","Sample Creation For Terpenes Profile","Terpenes - Profile","Wed May 28 04:08:58 GMT 2025","passed","Wed May 28 04:09:38 GMT 2025","","","",""
"","23658","Accession Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 04:04:39 GMT 2025","passed","Wed May 28 04:05:03 GMT 2025","","","",""
"","28497","Set up materials for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 04:05:39 GMT 2025","passed","Wed May 28 04:06:08 GMT 2025","","","",""
"","23348","Receive Sample Partitions For Moisture Profile","Moisture - Profile","Wed May 28 04:20:21 GMT 2025","passed","Wed May 28 04:20:44 GMT 2025","","","",""
"","36866","Set Up Worksheet For Residual Solvents Sample","Residual Solvents - Profile","Wed May 28 04:15:48 GMT 2025","passed","Wed May 28 04:16:25 GMT 2025","","","",""
"","34883","Publish Moisture results","Moisture - Profile","Wed May 28 04:23:30 GMT 2025","passed","Wed May 28 04:24:05 GMT 2025","","","",""
"","23520","Accession Sample Partitions For Terpenes Profile","Terpenes - Profile","Wed May 28 04:10:02 GMT 2025","passed","Wed May 28 04:10:25 GMT 2025","","","",""
"","32244","Set up instruments for Cannabinoids worksheet","Cannabinoids - Profile","Wed May 28 04:06:08 GMT 2025","passed","Wed May 28 04:06:40 GMT 2025","","","",""
"","23649","Accession Sample Partitions For Residual Solvents Profile","Residual Solvents - Profile","Wed May 28 04:15:24 GMT 2025","passed","Wed May 28 04:15:48 GMT 2025","","","",""
"","36882","Set Up Worksheet For Terpenes Sample","Terpenes - Profile","Wed May 28 04:10:25 GMT 2025","passed","Wed May 28 04:11:02 GMT 2025","","","",""
"","23042","Receive Sample Partitions For Cannabinoids Profile","Cannabinoids - Profile","Wed May 28 04:04:16 GMT 2025","passed","Wed May 28 04:04:39 GMT 2025","","","",""
"","32053","Set up instruments for Residual Solvents worksheet","Residual Solvents - Profile","Wed May 28 04:16:53 GMT 2025","passed","Wed May 28 04:17:25 GMT 2025","","","",""
